flight_number,origin_station_code,destination_station_code,record_locator,scheduled_departure_date,question_text,score,satisfaction_type,driver_sub_group1,driver_sub_group2,arrival_delay_minutes,arrival_delay_group,cabin_code_desc,cabin_name,entity,number_of_legs,seat_factor_band,loyalty_program_level,generation,fleet_type_description,fleet_usage,equipment_type_code,ua_uax,actual_flown_miles,haul_type,departure_gate,arrival_gate,international_domestic_indicator,response_group,media_provider,hub_spoke
1251,LAX,SFX,LTXXMR,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-4,Early & Ontime,Economy,Economy,Domestic,2,90+,non-elite,Millennial,B757-200,Mainline,75S,UA,337,Short,73,F15,Domestic,member,PANASONIC,hub departure
1979,SFX,LAX,PVXX4K,9/1/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-15,Early & Ontime,Business,,Domestic,2,90+,non-elite,Boomer,B737-900,Mainline,37K,UA,337,Short,F12,76A,Domestic,member,THALES,hub departure
1297,LAX,SFX,C4XX4X,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,112,Delayed,Economy,Economy Plus,Domestic,2,0 to 70,non-elite,Millennial,B737-900,Mainline,37K,UA,337,Short,84,E4,Domestic,member,THALES,hub departure
1979,SFX,LAX,PVXX4K,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-15,Early & Ontime,Business,,Domestic,2,90+,non-elite,Boomer,B737-900,Mainline,37K,UA,337,Short,F12,76A,Domestic,member,THALES,hub departure
1598,LAX,SFX,H5XXF8,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,4,Delayed,Economy,Economy,Domestic,1,70+,non-elite,Boomer,A319-100,Mainline,19G,UA,337,Short,70B,E8,Domestic,member,VIASAT,hub departure
2036,LAX,SFX,I6XXXQ,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-16,Early & Ontime,Economy,Economy,Domestic,1,90+,,Millennial,B737-900,Mainline,37K,UA,337,Short,71A,F14,Domestic,non-member,THALES,hub departure
593,DEX,ABX,H5XXFX,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,9,Delayed,Economy,Economy,Domestic,2,90+,premier silver,Boomer,A320-200,Mainline,20S,UA,349,Short,B43,A2,Domestic,member,PANASONIC,hub departure
2241,ONX,SFX,DCXXGL,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,23,Delayed,Business,,Domestic,2,80+,non-elite,Gen X,B737-800,Mainline,73Y,UA,363,Short,202,D10,Domestic,member,THALES,spoke departure
3797,IAX,DAX,BZXXZX,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,15,Delayed,Economy,Economy,Domestic,2,90+,premier silver,Boomer,CRJ-200,Express,CRZ,UAX,368,Short,A3C,B18,Domestic,member,N/A,hub departure
2048,SFX,SNX,MRXXC1,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-7,Early & Ontime,Economy,Economy Plus,Domestic,2,90+,premier silver,Gen X,B737-800,Mainline,73Q,UA,372,Short,G11,10,Domestic,member,THALES,hub departure
2048,SFX,SNX,GWXXD9,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-7,Early & Ontime,Economy,Economy,Domestic,1,90+,,Gen X,B737-800,Mainline,73Q,UA,372,Short,G11,10,Domestic,non-member,THALES,hub departure
391,SNX,SFX,E8XXP3,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-12,Early & Ontime,Economy,Economy Plus,Domestic,2,90+,non-elite,Boomer,A319-100,Mainline,19G,UA,372,Short,10,F4,Domestic,member,PANASONIC,spoke departure
4313,IAX,CVX,ESXX6K,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-24,Early & Ontime,Economy,Economy,Domestic,1,80+,non-elite,Millennial,ERJ-145,Express,XMJ,UAX,388,Short,A2C,A13,Domestic,member,N/A,hub departure
5717,LAX,RNX,D0XXPB,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-1,Early & Ontime,Economy,Economy,Domestic,1,90+,,Gen X,CRJ-200,Express,CRJ,UAX,390,Short,82,C1,Domestic,non-member,N/A,hub departure
2081,IAX,OKX,NHXX9B,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,70,Delayed,Economy,Economy,Domestic,2,70+,non-elite,Gen X,A320-200,Mainline,20S,UA,395,Short,C31,3,Domestic,member,PANASONIC,hub departure
5265,OKX,IAX,IFXX4M,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,2,Delayed,Economy,Economy,Domestic,1,90+,non-elite,Gen X,CRJ-200,Express,CRJ,UAX,395,Short,10,B29,Domestic,member,N/A,spoke departure
1698,ORX,MCX,NFXXWR,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-16,Early & Ontime,Economy,Economy,Domestic,2,0 to 70,non-elite,Boomer,B737-800,Mainline,73Y,UA,403,Short,B8,69,Domestic,member,THALES,hub departure
1433,JAX,DEX,DYXXSN,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,3,Delayed,Economy,Economy,Domestic,2,90+,non-elite,Millennial,A319-100,Mainline,19F,UA,406,Short,8,B49,Domestic,member,PANASONIC,spoke departure
284,BNX,ORX,FTXXKB,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,1,Delayed,Economy,Economy Plus,Domestic,2,90+,premier 1k,Gen X,B737-700,Mainline,73G,UA,409,Short,A8,B9,Domestic,member,THALES,spoke departure
1128,PIX,ORX,NYXX50,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-22,Early & Ontime,Economy,Economy,Domestic,1,90+,,Gen X,A320-200,Mainline,20S,UA,412,Short,A2,B20,Domestic,non-member,PANASONIC,spoke departure
5596,SFX,OTX,FSXXGZ,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,78,Delayed,Economy,Economy Plus,Domestic,2,90+,,Boomer,ERJ-175,Express,E7Q,UAX,412,Short,E1,,Domestic,non-member,GOGO,hub departure
1471,BOX,IAX,IQXXNP,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,135,Delayed,Business,,Domestic,1,0 to 70,premier 1k,Gen X,B737-MAX9,Mainline,37X,UA,413,Short,B26,D8,Domestic,member,VIASAT,spoke departure
689,IAX,BOX,HPXXSW,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,32,Delayed,Economy,Economy Plus,Domestic,1,90+,non-elite,Gen X,B737-900,Mainline,37K,UA,413,Short,C9,B27,Domestic,member,THALES,hub departure
2263,LAX,SFX,MWXXTX,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-9,Early & Ontime,Economy,Economy,Domestic,1,90+,,Gen Z,B737-800,Mainline,73Y,UA,414,Short,D56,F3,Domestic,non-member,THALES,spoke departure
1693,OMX,ORX,BWXX7Q,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-12,Early & Ontime,Economy,Economy,Domestic,2,90+,non-elite,Millennial,A320-200,Mainline,20S,UA,416,Short,B13,B19,Domestic,member,PANASONIC,spoke departure
4249,DEX,LNX,P9XXRJ,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,38,Delayed,Economy,Economy,Domestic,1,90+,non-elite,Gen X,ERJ-145,Express,XMJ,UAX,423,Short,B86,4,Domestic,member,N/A,hub departure
4291,IAX,MOX,GFXX72,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-17,Early & Ontime,Economy,Economy,Domestic,1,90+,non-elite,Gen X,ERJ-145,Express,XMJ,UAX,427,Short,B79,,Domestic,member,N/A,hub departure
1628,IAX,MAX,IPXXJM,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,11,Delayed,Economy,Economy,Domestic,2,0 to 70,,Gen X,A319-100,Mainline,19F,UA,429,Short,E22,1B,Domestic,non-member,PANASONIC,hub departure
5423,ORX,YYX,FZXXEN,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,4,Delayed,Business,,Domestic,2,70+,non-elite,Boomer,ERJ-175,Express,E75,UAX,437,Short,C4,160,Domestic,member,GOGO,hub departure
4366,XNX,IAX,O5XXHF,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,-13,Early & Ontime,Economy,Economy Plus,Domestic,2,90+,non-elite,Gen X,ERJ-145,Express,XMJ,UAX,438,Short,A6,B8,Domestic,member,N/A,spoke departure
2429,IAX,CHX,EVXXDP,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-10,Early & Ontime,Economy,Economy Plus,Domestic,1,80+,premier 1k,Boomer,A319-100,Mainline,19F,UA,441,Short,C17,B1,Domestic,member,PANASONIC,hub departure
6082,IAX,CHX,E7XXEP,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-14,Early & Ontime,Economy,Economy,Domestic,1,90+,non-elite,Millennial,ERJ-175,Express,E7A,UAX,441,Short,D27,B3,Domestic,member,GOGO,hub departure
3427,BTX,IAX,DFXXMN,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-9,Early & Ontime,Economy,Economy,Domestic,2,0 to 70,,Gen X,ERJ-170,Express,E7R,UAX,442,Short,8,D29,Domestic,non-member,GOGO,spoke departure
3674,IAX,BTX,G8XXG4,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-10,Early & Ontime,Economy,Economy,Domestic,1,80+,non-elite,Boomer,ERJ-175,Express,E7F,UAX,442,Short,D6,8,Domestic,member,GOGO,hub departure
3641,EWX,YQX,CEXX1D,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,1,Delayed,Economy,Economy,Domestic,1,80+,,Gen X,ERJ-175,Express,E7F,UAX,443,Short,C114,35,Domestic,non-member,GOGO,hub departure
4602,GSX,EWX,JFXXMW,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,59,Delayed,Business,,Domestic,2,90+,premier platinum,Gen X,CRJ-550,Express,C5G,UAX,446,Short,22,C71V,Domestic,member,GOGO,spoke departure
2642,SFX,SAX,EHXXSL,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-11,Early & Ontime,Economy,Economy Plus,Domestic,1,90+,non-elite,Silent,A320-200,Mainline,20S,UA,447,Short,E11,43,Domestic,member,PANASONIC,hub departure
1042,SFX,SAX,J0XXLY,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,10,Delayed,Business,,Domestic,1,70+,premier 1k,Boomer,B737-MAX9,Mainline,37X,UA,447,Short,E10,41,Domestic,member,VIASAT,hub departure
261,SFX,EUX,I6XXQ6,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-5,Early & Ontime,Economy,Economy,Domestic,1,90+,non-elite,Boomer,A319-100,Mainline,19F,UA,451,Short,F3,HOLD,Domestic,member,PANASONIC,hub departure
6044,IAX,SDX,K3XX8W,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-33,Early & Ontime,Economy,Economy,Domestic,2,90+,,Gen X,ERJ-175,Express,E7A,UAX,451,Short,C24,A9,Domestic,non-member,GOGO,hub departure
5220,IDX,DEX,P3XXC4,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-3,Early & Ontime,Economy,Economy Plus,Domestic,2,90+,non-elite,Gen X,ERJ-175,Express,E75,UAX,458,Short,B3,A87,Domestic,member,GOGO,spoke departure
3454,EWX,CMX,H4XX3P,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-17,Early & Ontime,Economy,Economy Plus,Domestic,1,90+,non-elite,Silent,ERJ-175,Express,E7F,UAX,462,Short,C132,B31,Domestic,member,GOGO,hub departure
5542,SFX,RDX,IGXXCJ,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,-9,Early & Ontime,Economy,Economy,Domestic,2,90+,non-elite,Silent,CRJ-700,Express,CR7,UAX,462,Short,F8,,Domestic,member,N/A,hub departure
2079,OMX,DEX,EGXXTG,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-22,Early & Ontime,Economy,Economy Plus,Domestic,2,90+,non-elite,Gen X,A320-200,Mainline,20S,UA,472,Short,B11,B9,Domestic,member,PANASONIC,spoke departure
2656,OMX,DEX,LJXXLY,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-2,Early & Ontime,Economy,Economy Plus,Domestic,1,90+,non-elite,Millennial,B737-900,Mainline,37K,UA,472,Short,B13,B41,Domestic,member,THALES,spoke departure
588,BUX,ORX,F2XXC2,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-21,Early & Ontime,Economy,Economy,Domestic,1,80+,,Boomer,B737-900,Mainline,37K,UA,473,Short,10,C17,Domestic,non-member,THALES,spoke departure
5559,ORX,BUX,CRXX4Q,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-7,Early & Ontime,Economy,Economy,Domestic,2,90+,premier silver,Gen X,CRJ-200,Express,CRJ,UAX,473,Short,B23,10,Domestic,member,N/A,hub departure
3653,INX,IAX,B6XXR6,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-17,Early & Ontime,Economy,Economy,Domestic,1,90+,non-elite,Gen Z,ERJ-175,Express,E7F,UAX,476,Short,A25,D4,Domestic,member,GOGO,spoke departure
5379,DEX,FSX,NNXXFC,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-11,Early & Ontime,Economy,Economy,Domestic,2,90+,non-elite,Gen X,CRJ-200,Express,CRJ,UAX,483,Short,B92,6,Domestic,member,N/A,hub departure
3484,EWX,DTX,LDXXF6,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-8,Early & Ontime,Economy,Economy,Domestic,1,90+,non-elite,Silent,ERJ-170,Express,E7R,UAX,487,Short,C115,D4,Domestic,member,GOGO,hub departure
1592,EWX,DTX,DVXXPQ,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,59,Delayed,Economy,Economy Plus,Domestic,1,90+,non-elite,Millennial,B737-700,Mainline,73G,UA,487,Short,C105,D4,Domestic,member,THALES,hub departure
3572,EWX,DTX,B4XXQT,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,-14,Early & Ontime,Economy,Economy,Domestic,1,90+,,Gen X,ERJ-175,Express,E7F,UAX,487,Short,C72,D1,Domestic,non-member,GOGO,hub departure
1404,IAX,PNX,E7XXCJ,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,19,Delayed,Economy,Economy,Domestic,1,90+,,Gen X,A319-100,Mainline,19F,UA,489,Short,C45,3,Domestic,non-member,PANASONIC,hub departure
3486,YUX,IAX,JSXXKP,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,-18,Early & Ontime,Economy,Economy,Domestic,2,0 to 70,,Gen X,ERJ-170,Express,E7R,UAX,489,Short,86,C26,Domestic,non-member,GOGO,spoke departure
5536,MEX,ORX,FJXXEZ,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-11,Early & Ontime,Business,,Domestic,3,90+,premier silver,Gen X,ERJ-175,Express,E75,UAX,491,Short,15,C6,Domestic,member,GOGO,spoke departure
786,PWX,IAX,N4XXRP,9/1/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,-9,Early & Ontime,Economy,Economy,Domestic,2,0 to 70,non-elite,Boomer,A319-100,Mainline,19F,UA,494,Short,2,D24,Domestic,member,PANASONIC,spoke departure
